Axial Position x, Normalized Nozzle Radius r
-3.17,2.236068
-3.16,2.236068
-3.15,2.236068
-3.14,2.236068
-3.13,2.236068
-3.12,2.236068
-3.11,2.236068
-3.10,2.236068
-3.09,2.236068
-3.08,2.236068
-3.07,2.236068
-3.06,2.236068
-3.05,2.236068
-3.04,2.236068
-3.03,2.236068
-3.02,2.236068
-3.01,2.236068
-3.00,2.236068
-2.99,2.236068
-2.98,2.236068
-2.97,2.236068
-2.96,2.236068
-2.95,2.236068
-2.94,2.236068
-2.93,2.236068
-2.92,2.236068
-2.91,2.236068
-2.90,2.236068
-2.89,2.236068
-2.88,2.236068
-2.87,2.236068
-2.86,2.236068
-2.85,2.236068
-2.84,2.236068
-2.83,2.236068
-2.82,2.236068
-2.81,2.236068
-2.80,2.236068
-2.79,2.236068
-2.78,2.236068
-2.77,2.236068
-2.76,2.236068
-2.75,2.236068
-2.74,2.236068
-2.73,2.236068
-2.72,2.236068
-2.71,2.236068
-2.70,2.236068
-2.69,2.236068
-2.68,2.236068
-2.67,2.236068
-2.66,2.236068
-2.65,2.236068
-2.64,2.236068
-2.63,2.236068
-2.62,2.236068
-2.61,2.236068
-2.60,2.236068
-2.59,2.236068
-2.58,2.236068
-2.57,2.236068
-2.56,2.236068
-2.55,2.236068
-2.54,2.236068
-2.53,2.236068
-2.52,2.236068
-2.51,2.236068
-2.50,2.236068
-2.49,2.236068
-2.48,2.236068
-2.47,2.236068
-2.46,2.236068
-2.45,2.236068
-2.44,2.236068
-2.43,2.236068
-2.42,2.236068
-2.41,2.236068
-2.40,2.236068
-2.39,2.236068
-2.38,2.236068
-2.37,2.236068
-2.36,2.236068
-2.35,2.236068
-2.34,2.236068
-2.33,2.236068
-2.32,2.236068
-2.31,2.236068
-2.30,2.236068
-2.29,2.236068
-2.28,2.236068
-2.27,2.236068
-2.26,2.236068
-2.25,2.236068
-2.24,2.236068
-2.23,2.236068
-2.22,2.236068
-2.21,2.236068
-2.20,2.236068
-2.19,2.236068
-2.18,2.236068
-2.17,2.236068
-2.16,2.236068
-2.15,2.236068
-2.14,2.236068
-2.13,2.236068
-2.12,2.236068
-2.11,2.236068
-2.10,2.236068
-2.09,2.236068
-2.08,2.236068
-2.07,2.236068
-2.06,2.236068
-2.05,2.236068
-2.04,2.236068
-2.03,2.236068
-2.02,2.236068
-2.01,2.236068
-2.00,2.236068
-1.99,2.236068
-1.98,2.236068
-1.97,2.236068
-1.96,2.236068
-1.95,2.236068
-1.94,2.236068
-1.93,2.236068
-1.92,2.236068
-1.91,2.236068
-1.90,2.236068
-1.89,2.236068
-1.88,2.236068
-1.87,2.236068
-1.86,2.236068
-1.85,2.236068
-1.84,2.236068
-1.83,2.236068
-1.82,2.236068
-1.81,2.236068
-1.80,2.236068
-1.79,2.236068
-1.78,2.236068
-1.77,2.236068
-1.76,2.236068
-1.75,2.236068
-1.74,2.236068
-1.73,2.236068
-1.72,2.236068
-1.71,2.236068
-1.70,2.236068
-1.69,2.236068
-1.68,2.236068
-1.67,2.236068
-1.66,2.236068
-1.65,2.236068
-1.64,2.236068
-1.63,2.236068
-1.62,2.236068
-1.61,2.236068
-1.60,2.236068
-1.59,2.236068
-1.58,2.236068
-1.57,2.236068
-1.56,2.235976
-1.55,2.235561
-1.54,2.234811
-1.53,2.233723
-1.52,2.232293
-1.51,2.230518
-1.50,2.228390
-1.49,2.225901
-1.48,2.223043
-1.47,2.219803
-1.46,2.216170
-1.45,2.212126
-1.44,2.207655
-1.43,2.202734
-1.42,2.197338
-1.41,2.191436
-1.40,2.184994
-1.39,2.177968
-1.38,2.170304
-1.37,2.161939
-1.36,2.152792
-1.35,2.142893
-1.34,2.132893
-1.33,2.122893
-1.32,2.112893
-1.31,2.102893
-1.30,2.092893
-1.29,2.082893
-1.28,2.072893
-1.27,2.062893
-1.26,2.052893
-1.25,2.042893
-1.24,2.032893
-1.23,2.022893
-1.22,2.012893
-1.21,2.002893
-1.20,1.992893
-1.19,1.982893
-1.18,1.972893
-1.17,1.962893
-1.16,1.952893
-1.15,1.942893
-1.14,1.932893
-1.13,1.922893
-1.12,1.912893
-1.11,1.902893
-1.10,1.892893
-1.09,1.882893
-1.08,1.872893
-1.07,1.862893
-1.06,1.852893
-1.05,1.842893
-1.04,1.832893
-1.03,1.822893
-1.02,1.812893
-1.01,1.802893
-1.00,1.792893
-0.99,1.782893
-0.98,1.772893
-0.97,1.762893
-0.96,1.752893
-0.95,1.742893
-0.94,1.732893
-0.93,1.722893
-0.92,1.712893
-0.91,1.702893
-0.90,1.692893
-0.89,1.682893
-0.88,1.672893
-0.87,1.662893
-0.86,1.652893
-0.85,1.642893
-0.84,1.632893
-0.83,1.622893
-0.82,1.612893
-0.81,1.602893
-0.80,1.592893
-0.79,1.582893
-0.78,1.572893
-0.77,1.562893
-0.76,1.552893
-0.75,1.542893
-0.74,1.532893
-0.73,1.522893
-0.72,1.512893
-0.71,1.502893
-0.70,1.492893
-0.69,1.482893
-0.68,1.472893
-0.67,1.462893
-0.66,1.452893
-0.65,1.442893
-0.64,1.432893
-0.63,1.422893
-0.62,1.412893
-0.61,1.402893
-0.60,1.392893
-0.59,1.382893
-0.58,1.372893
-0.57,1.362893
-0.56,1.352893
-0.55,1.342893
-0.54,1.332893
-0.53,1.322893
-0.52,1.312893
-0.51,1.302893
-0.50,1.292893
-0.49,1.282893
-0.48,1.272893
-0.47,1.262893
-0.46,1.252893
-0.45,1.242893
-0.44,1.232893
-0.43,1.222893
-0.42,1.212893
-0.41,1.202893
-0.40,1.192893
-0.39,1.182893
-0.38,1.172893
-0.37,1.162893
-0.36,1.152893
-0.35,1.142929
-0.34,1.133394
-0.33,1.124367
-0.32,1.115813
-0.31,1.107699
-0.30,1.100000
-0.29,1.092692
-0.28,1.085754
-0.27,1.079167
-0.26,1.072917
-0.25,1.066987
-0.24,1.061366
-0.23,1.056041
-0.22,1.051001
-0.21,1.046238
-0.20,1.041742
-0.19,1.037507
-0.18,1.033524
-0.17,1.029787
-0.16,1.026291
-0.15,1.023030
-0.14,1.020000
-0.13,1.017196
-0.12,1.014614
-0.11,1.012250
-0.10,1.010102
-0.09,1.008167
-0.08,1.006441
-0.07,1.004924
-0.06,1.003613
-0.05,1.002506
-0.04,1.001603
-0.03,1.000901
-0.02,1.000400
-0.01,1.000100
0.00,1.000000
0.01,1.000100
0.02,1.000400
0.03,1.000901
0.04,1.001603
0.05,1.002506
0.06,1.003613
0.07,1.004924
0.08,1.006441
0.09,1.008167
0.10,1.010102
0.11,1.012250
0.12,1.014614
0.13,1.017196
0.14,1.020000
0.15,1.023030
0.16,1.026224
0.17,1.029423
0.18,1.032621
0.19,1.035819
0.20,1.039017
0.21,1.042213
0.22,1.045409
0.23,1.048604
0.24,1.051799
0.25,1.054993
0.26,1.058186
0.27,1.061379
0.28,1.064571
0.29,1.067762
0.30,1.070953
0.31,1.074143
0.32,1.077332
0.33,1.080521
0.34,1.083709
0.35,1.086896
0.36,1.090083
0.37,1.093269
0.38,1.096454
0.39,1.099639
0.40,1.102823
0.41,1.106006
0.42,1.109189
0.43,1.112370
0.44,1.115551
0.45,1.118732
0.46,1.121912
0.47,1.125091
0.48,1.128269
0.49,1.131447
0.50,1.134624
0.51,1.137800
0.52,1.140975
0.53,1.144150
0.54,1.147324
0.55,1.150498
0.56,1.153670
0.57,1.156842
0.58,1.160014
0.59,1.163184
0.60,1.166354
0.61,1.169523
0.62,1.172691
0.63,1.175859
0.64,1.179026
0.65,1.182192
0.66,1.185357
0.67,1.188522
0.68,1.191686
0.69,1.194849
0.70,1.198012
0.71,1.201173
0.72,1.204334
0.73,1.207495
0.74,1.210654
0.75,1.213813
0.76,1.216971
0.77,1.220128
0.78,1.223284
0.79,1.226440
0.80,1.229595
0.81,1.232749
0.82,1.235902
0.83,1.239055
0.84,1.242207
0.85,1.245358
0.86,1.248508
0.87,1.251658
0.88,1.254806
0.89,1.257954
0.90,1.261102
0.91,1.264248
0.92,1.267394
0.93,1.270538
0.94,1.273682
0.95,1.276826
0.96,1.279968
0.97,1.283110
0.98,1.286251
0.99,1.289391
1.00,1.292530
1.01,1.295668
1.02,1.298806
1.03,1.301943
1.04,1.305079
1.05,1.308214
1.06,1.311349
1.07,1.314482
1.08,1.317615
1.09,1.320747
1.10,1.323878
1.11,1.327008
1.12,1.330138
1.13,1.333267
1.14,1.336394
1.15,1.339521
1.16,1.342648
1.17,1.345773
1.18,1.348897
1.19,1.352021
1.20,1.355144
1.21,1.358266
1.22,1.361387
1.23,1.364507
1.24,1.367627
1.25,1.370745
1.26,1.373863
1.27,1.376980
1.28,1.380096
1.29,1.383211
1.30,1.386326
1.31,1.389439
1.32,1.392552
1.33,1.395664
1.34,1.398774
1.35,1.401884
1.36,1.404994
1.37,1.408102
1.38,1.411209
1.39,1.414316
1.40,1.417421
1.41,1.420526
1.42,1.423630
1.43,1.426733
1.44,1.429835
1.45,1.432936
1.46,1.436037
1.47,1.439136
1.48,1.442235
1.49,1.445333
1.50,1.448429
1.51,1.451525
1.52,1.454620
1.53,1.457714
1.54,1.460807
1.55,1.463900
1.56,1.466991
1.57,1.470081
1.58,1.473171
1.59,1.476260
1.60,1.479347
1.61,1.482434
1.62,1.485520
1.63,1.488605
1.64,1.491689
1.65,1.494772
1.66,1.497854
1.67,1.500935
1.68,1.504016
1.69,1.507095
1.70,1.510173
1.71,1.513251
1.72,1.516327
1.73,1.519403
1.74,1.522478
1.75,1.525551
1.76,1.528624
1.77,1.531696
1.78,1.534767
1.79,1.537837
1.80,1.540906
1.81,1.543974
1.82,1.547041
1.83,1.550107
1.84,1.553172
1.85,1.556236
1.86,1.559299
1.87,1.562362
1.88,1.565423
1.89,1.568483
1.90,1.571543
1.91,1.574601
1.92,1.577658
1.93,1.580715
1.94,1.583770
1.95,1.586824
1.96,1.589878
1.97,1.592930
1.98,1.595982
1.99,1.599032
2.00,1.602082
2.01,1.605130
2.02,1.608178
2.03,1.611224
2.04,1.614270
2.05,1.617314
2.06,1.620358
2.07,1.623400
2.08,1.626442
2.09,1.629482
2.10,1.632522
2.11,1.635560
2.12,1.638597
2.13,1.641634
2.14,1.644669
2.15,1.647704
2.16,1.650737
2.17,1.653769
2.18,1.656800
2.19,1.659831
2.20,1.662860
2.21,1.665888
2.22,1.668915
2.23,1.671941
2.24,1.674966
2.25,1.677990
2.26,1.681013
2.27,1.684035
2.28,1.687056
2.29,1.690076
2.30,1.693095
2.31,1.696113
2.32,1.699129
2.33,1.702145
2.34,1.705160
2.35,1.708173
2.36,1.711186
2.37,1.714197
2.38,1.717207
2.39,1.720217
2.40,1.723225
2.41,1.726232
2.42,1.729238
2.43,1.732243
2.44,1.735247
2.45,1.738250
2.46,1.741251
2.47,1.744252
2.48,1.747252
2.49,1.750250
2.50,1.753247
2.51,1.756244
2.52,1.759239
2.53,1.762233
2.54,1.765226
2.55,1.768218
2.56,1.771209
2.57,1.774199
2.58,1.777187
2.59,1.780175
2.60,1.783161
2.61,1.786146
2.62,1.789130
2.63,1.792114
2.64,1.795095
2.65,1.798076
2.66,1.801056
2.67,1.804035
2.68,1.807012
2.69,1.809988
2.70,1.812964
2.71,1.815938
2.72,1.818911
2.73,1.821882
2.74,1.824853
2.75,1.827823
2.76,1.830791
2.77,1.833758
2.78,1.836724
2.79,1.839689
2.80,1.842653
2.81,1.845616
2.82,1.848578
2.83,1.851538
2.84,1.854497
2.85,1.857455
2.86,1.860412
2.87,1.863368
2.88,1.866322
2.89,1.869276
2.90,1.872228
2.91,1.875179
2.92,1.878129
2.93,1.881078
2.94,1.884025
2.95,1.886972
2.96,1.889917
2.97,1.892861
2.98,1.895804
2.99,1.898746
3.00,1.901686
3.01,1.904626
3.02,1.907564
3.03,1.910501
3.04,1.913436
3.05,1.916371
3.06,1.919304
3.07,1.922236
3.08,1.925167
3.09,1.928097
3.10,1.931026
3.11,1.933953
3.12,1.936879
3.13,1.939804
3.14,1.942728
3.15,1.945650
3.16,1.948572
3.17,1.951492
3.18,1.954410
3.19,1.957328
3.20,1.960244
3.21,1.963160
3.22,1.966074
3.23,1.968986
3.24,1.971898
3.25,1.974808
3.26,1.977717
3.27,1.980625
3.28,1.983531
3.29,1.986437
3.30,1.989341
3.31,1.992244
3.32,1.995145
3.33,1.998045
3.34,2.000945
3.35,2.003842
3.36,2.006739
3.37,2.009634
3.38,2.012528
3.39,2.015421
3.40,2.018313
3.41,2.021203
3.42,2.024092
3.43,2.026980
3.44,2.029866
3.45,2.032751
3.46,2.035635
3.47,2.038518
3.48,2.041399
3.49,2.044279
3.50,2.047158
3.51,2.050036
3.52,2.052912
3.53,2.055787
3.54,2.058661
3.55,2.061533
3.56,2.064404
3.57,2.067274
3.58,2.070142
3.59,2.073010
3.60,2.075875
3.61,2.078740
3.62,2.081603
3.63,2.084465
3.64,2.087326
3.65,2.090185
3.66,2.093043
3.67,2.095900
3.68,2.098756
3.69,2.101610
3.70,2.104462
3.71,2.107314
3.72,2.110164
3.73,2.113013
3.74,2.115860
3.75,2.118707
3.76,2.121551
3.77,2.124395
3.78,2.127237
3.79,2.130078
3.80,2.132917
3.81,2.135756
3.82,2.138592
3.83,2.141428
3.84,2.144262
3.85,2.147095
3.86,2.149926
3.87,2.152756
3.88,2.155585
3.89,2.158412
3.90,2.161238
3.91,2.164063
3.92,2.166886
3.93,2.169708
3.94,2.172529
3.95,2.175348
3.96,2.178166
3.97,2.180982
3.98,2.183797
3.99,2.186611
4.00,2.189423
4.01,2.192234
4.02,2.195044
4.03,2.197852
4.04,2.200659
4.05,2.203464
4.06,2.206268
4.07,2.209071
4.08,2.211872
4.09,2.214672
4.10,2.217470
4.11,2.220267
4.12,2.223063
4.13,2.225857
4.14,2.228650
4.15,2.231442
4.16,2.234232
4.17,2.237020
4.18,2.239807
4.19,2.242593
4.20,2.245378
4.21,2.248161
4.22,2.250942
4.23,2.253722
4.24,2.256501
4.25,2.259278
4.26,2.262054
4.27,2.264829
4.28,2.267602
4.29,2.270373
4.30,2.273143
4.31,2.275912
4.32,2.278679
4.33,2.281445
4.34,2.284209
4.35,2.286972
4.36,2.289734
4.37,2.292494
4.38,2.295252
4.39,2.298009
4.40,2.300765
4.41,2.303519
4.42,2.306272
4.43,2.309023
4.44,2.311773
4.45,2.314522
4.46,2.317269
4.47,2.320014
4.48,2.322758
4.49,2.325500
4.50,2.328242
4.51,2.330981
4.52,2.333719
4.53,2.336456
4.54,2.339191
4.55,2.341925
4.56,2.344657
4.57,2.347387
4.58,2.350117
4.59,2.352844
4.60,2.355570
4.61,2.358295
4.62,2.361018
4.63,2.363740
4.64,2.366460
4.65,2.369179
4.66,2.371896
4.67,2.374612
4.68,2.377326
4.69,2.380039
4.70,2.382750
4.71,2.385460
4.72,2.388168
4.73,2.390874
4.74,2.393579
4.75,2.396283
4.76,2.398985
4.77,2.401686
4.78,2.404385
4.79,2.407082
4.80,2.409778
4.81,2.412473
4.82,2.415165
4.83,2.417857
4.84,2.420547
4.85,2.423235
4.86,2.425922
4.87,2.428607
4.88,2.431290
4.89,2.433973
4.90,2.436653
4.91,2.439332
4.92,2.442010
4.93,2.444685
4.94,2.447360
4.95,2.450032
4.96,2.452704
4.97,2.455373
4.98,2.458041
4.99,2.460708
5.00,2.463373
5.01,2.466036
5.02,2.468698
5.03,2.471358
5.04,2.474017
5.05,2.476674
5.06,2.479329
5.07,2.481983
5.08,2.484636
5.09,2.487286
5.10,2.489936
5.11,2.492583
5.12,2.495229
5.13,2.497874
5.14,2.500516
5.15,2.503157
5.16,2.505797
5.17,2.508435
5.18,2.511071
5.19,2.513706
5.20,2.516339
5.21,2.518971
5.22,2.521601
5.23,2.524229
5.24,2.526856
5.25,2.529481
5.26,2.532104
5.27,2.534726
5.28,2.537347
5.29,2.539965
5.30,2.542582
5.31,2.545198
5.32,2.547811
5.33,2.550423
5.34,2.553034
5.35,2.555643
5.36,2.558250
5.37,2.560855
5.38,2.563459
5.39,2.566062
5.40,2.568662
5.41,2.571261
5.42,2.573858
5.43,2.576454
5.44,2.579048
5.45,2.581641
5.46,2.584231
5.47,2.586820
5.48,2.589408
5.49,2.591993
5.50,2.594577
5.51,2.597160
5.52,2.599741
5.53,2.602320
5.54,2.604897
5.55,2.607473
5.56,2.610047
5.57,2.612619
5.58,2.615190
5.59,2.617759
5.60,2.620326
5.61,2.622892
5.62,2.625456
5.63,2.628018
5.64,2.630578
5.65,2.633137
5.66,2.635694
5.67,2.638250
5.68,2.640804
5.69,2.643356
5.70,2.645906
5.71,2.648455
5.72,2.651002
5.73,2.653547
5.74,2.656090
5.75,2.658632
5.76,2.661172
5.77,2.663711
5.78,2.666247
5.79,2.668782
5.80,2.671315
5.81,2.673847
5.82,2.676377
5.83,2.678905
5.84,2.681431
5.85,2.683956
5.86,2.686478
5.87,2.689000
5.88,2.691519
5.89,2.694037
5.90,2.696552
5.91,2.699067
5.92,2.701579
5.93,2.704090
5.94,2.706599
5.95,2.709106
5.96,2.711611
5.97,2.714115
5.98,2.716617
5.99,2.719117
6.00,2.721615
6.01,2.724112
6.02,2.726607
6.03,2.729100
6.04,2.731591
6.05,2.734080
6.06,2.736568
6.07,2.739054
6.08,2.741538
6.09,2.744021
6.10,2.746501
6.11,2.748980
6.12,2.751457
6.13,2.753933
6.14,2.756406
6.15,2.758878
6.16,2.761348
6.17,2.763816
6.18,2.766282
6.19,2.768747
6.20,2.771210
6.21,2.773671
6.22,2.776130
6.23,2.778587
6.24,2.781043
6.25,2.783496
6.26,2.785948
6.27,2.788398
6.28,2.790847
6.29,2.793293
6.30,2.795738
6.31,2.798181
6.32,2.800622
6.33,2.803061
6.34,2.805498
6.35,2.807934
6.36,2.810367
6.37,2.812799
6.38,2.815229
6.39,2.817657
6.40,2.820084
6.41,2.822508
6.42,2.824931
6.43,2.827352
6.44,2.829771
6.45,2.832188
6.46,2.834603
6.47,2.837017
6.48,2.839428
6.49,2.841838
6.50,2.844246
6.51,2.846652
6.52,2.849056
6.53,2.851458
6.54,2.853859
6.55,2.856257
6.56,2.858654
6.57,2.861049
6.58,2.863442
6.59,2.865833
6.60,2.868222
6.61,2.870609
6.62,2.872995
6.63,2.875378
6.64,2.877760
6.65,2.880140
6.66,2.882518
6.67,2.884894
6.68,2.887268
6.69,2.889640
6.70,2.892011
6.71,2.894379
6.72,2.896746
6.73,2.899110
6.74,2.901473
6.75,2.903834
6.76,2.906193
6.77,2.908550
6.78,2.910905
6.79,2.913258
6.80,2.915609
6.81,2.917959
6.82,2.920306
6.83,2.922652
6.84,2.924995
6.85,2.927337
6.86,2.929677
6.87,2.932014
6.88,2.934350
6.89,2.936684
6.90,2.939016
6.91,2.941346
6.92,2.943675
6.93,2.946001
6.94,2.948325
6.95,2.950647
6.96,2.952968
6.97,2.955286
6.98,2.957603
6.99,2.959917
7.00,2.962230
7.01,2.964541
7.02,2.966849
7.03,2.969156
7.04,2.971461
7.05,2.973763
7.06,2.976064
7.07,2.978363
7.08,2.980660
7.09,2.982955
7.10,2.985248
7.11,2.987539
7.12,2.989828
7.13,2.992115
7.14,2.994400
7.15,2.996683
7.16,2.998964
7.17,3.001243
7.18,3.003520
7.19,3.005795
7.20,3.008069
7.21,3.010340
7.22,3.012609
7.23,3.014876
7.24,3.017141
7.25,3.019404
7.26,3.021665
7.27,3.023925
7.28,3.026182
7.29,3.028437
7.30,3.030690
7.31,3.032941
7.32,3.035190
7.33,3.037437
7.34,3.039682
7.35,3.041925
7.36,3.044166
7.37,3.046405
7.38,3.048642
7.39,3.050877
7.40,3.053110
7.41,3.055341
7.42,3.057570
7.43,3.059797
7.44,3.062021
7.45,3.064244
7.46,3.066465
7.47,3.068683
7.48,3.070900
7.49,3.073114
7.50,3.075327
7.51,3.077537
7.52,3.079746
7.53,3.081952
7.54,3.084156
7.55,3.086359
7.56,3.088559
7.57,3.090757
7.58,3.092953
7.59,3.095147
7.60,3.097339
7.61,3.099529
7.62,3.101716
7.63,3.103902
7.64,3.106086
7.65,3.108267
7.66,3.110447
7.67,3.112624
7.68,3.114799
7.69,3.116973
7.70,3.119144
7.71,3.121313
7.72,3.123480
7.73,3.125645
7.74,3.127807
7.75,3.129968
7.76,3.132127
7.77,3.134283
7.78,3.136437
7.79,3.138590
7.80,3.140740
7.81,3.142888
7.82,3.145034
7.83,3.147178
7.84,3.149319
7.85,3.151459
7.86,3.153596
7.87,3.155732
7.88,3.157865
7.89,3.159996
7.90,3.162125
7.91,3.164252
7.92,3.166376
7.93,3.168499
7.94,3.170619
7.95,3.172738
7.96,3.174854
7.97,3.176968
7.98,3.179080
7.99,3.181190
8.00,3.183297
8.01,3.185403
8.02,3.187506
8.03,3.189607
8.04,3.191706
8.05,3.193803
8.06,3.195898
8.07,3.197990
8.08,3.200081
8.09,3.202169
8.10,3.204255
8.11,3.206339
8.12,3.208421
8.13,3.210500
8.14,3.212578
8.15,3.214653
8.16,3.216726
8.17,3.218797
8.18,3.220865
8.19,3.222932
8.20,3.224996
8.21,3.227058
8.22,3.229118
8.23,3.231176
8.24,3.233231
8.25,3.235285
8.26,3.237336
8.27,3.239385
8.28,3.241432
8.29,3.243476
8.30,3.245519
8.31,3.247559
8.32,3.249597
8.33,3.251633
8.34,3.253666
8.35,3.255697
8.36,3.257727
8.37,3.259753
8.38,3.261778
8.39,3.263801
8.40,3.265821
8.41,3.267839
8.42,3.269855
8.43,3.271868
8.44,3.273880
8.45,3.275889
8.46,3.277896
8.47,3.279900
8.48,3.281903
8.49,3.283903
8.50,3.285901
8.51,3.287896
8.52,3.289890
8.53,3.291881
8.54,3.293870
8.55,3.295857
8.56,3.297841
8.57,3.299823
8.58,3.301803
8.59,3.303781
8.60,3.305756
8.61,3.307729
8.62,3.309700
8.63,3.311669
8.64,3.313635
8.65,3.315599
8.66,3.317561
8.67,3.319521
8.68,3.321478
8.69,3.323433
8.70,3.325386
8.71,3.327336
8.72,3.329284
8.73,3.331230
8.74,3.333174
8.75,3.335115
8.76,3.337054
8.77,3.338990
8.78,3.340925
8.79,3.342857
8.80,3.344787
8.81,3.346714
8.82,3.348639
8.83,3.350562
8.84,3.352483
8.85,3.354401
8.86,3.356317
8.87,3.358231
8.88,3.360142
8.89,3.362051
8.90,3.363958
8.91,3.365862
8.92,3.367764
8.93,3.369664
8.94,3.371562
8.95,3.373457
8.96,3.375349
8.97,3.377240
8.98,3.379128
8.99,3.381014
9.00,3.382897
9.01,3.384778
9.02,3.386657
9.03,3.388533
9.04,3.390408
9.05,3.392279
9.06,3.394149
9.07,3.396016
9.08,3.397880
9.09,3.399743
9.10,3.401603
9.11,3.403460
9.12,3.405315
9.13,3.407168
9.14,3.409019
9.15,3.410867
9.16,3.412713
9.17,3.414556
9.18,3.416397
9.19,3.418236
9.20,3.420072
9.21,3.421906
9.22,3.423738
9.23,3.425567
9.24,3.427394
9.25,3.429218
9.26,3.431040
9.27,3.432860
9.28,3.434677
9.29,3.436492
9.30,3.438304
9.31,3.440114
9.32,3.441922
9.33,3.443727
9.34,3.445530
9.35,3.447330
9.36,3.449128
9.37,3.450924
9.38,3.452717
9.39,3.454508
9.40,3.456296
9.41,3.458082
9.42,3.459866
9.43,3.461647
9.44,3.463426
9.45,3.465202
9.46,3.466976
9.47,3.468747
9.48,3.470516
9.49,3.472283
9.50,3.474047
9.51,3.475809
9.52,3.477568
9.53,3.479325
9.54,3.481079
9.55,3.482831
9.56,3.484581
9.57,3.486328
9.58,3.488072
9.59,3.489814
9.60,3.491554
9.61,3.493291
9.62,3.495026
9.63,3.496759
9.64,3.498488
9.65,3.500216
9.66,3.501941
9.67,3.503663
9.68,3.505383
9.69,3.507101
9.70,3.508816
9.71,3.510529
9.72,3.512239
9.73,3.513946
9.74,3.515651
9.75,3.517354
9.76,3.519054
9.77,3.520752
9.78,3.522447
9.79,3.524140
9.80,3.525830
9.81,3.527518
9.82,3.529203
9.83,3.530886
9.84,3.532567
9.85,3.534244
9.86,3.535920
9.87,3.537592
9.88,3.539263
9.89,3.540930
9.90,3.542596
9.91,3.544258
9.92,3.545919
9.93,3.547576
9.94,3.549232
